,user_name,post_message,timestamp_post,num_like_post,num_comment_post,num_share_post,label,id,num_word,num_char,num_hashtag,num_url,preprocess,NEG,POS,NEU
1198,196c8bcbfb2a87aa0fc6a76939f31e0a,"Tôi thành_thật xin_lỗi mọi ng niên tôi đã về Hongkong cho cách đây 2 nga , lúc còn ben vn tôi Thông biết mình bị nh m vi rut no 19 nên tôi đã đi nhiều nơi Sài_gòn ong hải vũng_tàu và ngày gần ngày mang hk tôi có đen uỷ_ban thị_trấn phủ n huyện tân_hành để cung chứng giấy_tờ , giõ đây biết mì . h bị nhiễm tối kg dám về vietnam minh mọi người tha_thứ vì tôi kg biết minhg nhiễm_bệnh mong những nơi tôi đã tiếp_xúc kiểm_tra để bảo_vệ sk cho mình Tin lỗi thật nhiều người .Xin_lỗi vì làm lây covid cho cộng_đồng",1583721360.0,232,21,13,1,399.0,108,509,0,0,tôi thành_thật xin_lỗi mọi người niên tôi đã về hongkong cho cách đây 2 nga lúc còn ben việt_nam tôi thông biết mình bị nh m vi_rút no 19 nên tôi đã đi nhiều nơi sài_gòn ong hải vũng_tàu và ngày gần ngày mang không tôi có đen uỷ_ban thị_trấn phủ n huyện tân_hành để cung chứng giấy_tờ giõ đây biết mì h bị nhiễm tối không dám về vietnam minh mọi người tha_thứ vì tôi không biết minhg nhiễm_bệnh mong những nơi tôi đã tiếp_xúc kiểm_tra để bảo_vệ sk cho mình tin lỗi thật nhiều người xin_lỗi vì làm lây covid cho cộng_đồng,0.9143305420875549,0.018299026414752007,0.0673704445362091
1199,fa546d873f1273950bbf97bcd8fd3c0d,Từ Trạm Vũ_trụ quốc_tế ( ISS ) về Trái_Đất thì cũng vẫn phải ... cách_ly .,1587105589,7,0,0.0,0,400.0,16,74,0,0,từ trạm vũ_trụ quốc_tế iss về trái_đất thì cũng vẫn phải cách_ly,0.04091807082295418,0.09526531398296356,0.8638166189193726
1200,d50a4c40b88aed616e82728583560e06,"Tin chấn_động Dữ_liệu từ < URL > cho thấy hiện đang có một lượng rất lớn khí dioxit Lưu_huỳnh ( SO₂ ) từ vùng ngoại_ô Vũ_Hán bốc lên .Gần Vũ_Hán là thành_phố Chongquing nơi cũng bị ảnh_hưởng nặng_nề bởi virus Corona , quan_sát thấy cũng thấy xuất_hiện hiện_tượng tương_tự ....Dioxit lưu_huỳnh thường liên_quan đến việc đốt các chất_hữu_cơ , các hợp_chất hữu_cơ chỉ có_thể tổng_hợp trong cơ_thể sinh_vật , nói_thẳng ra là xác động_vật , xác_chết ...Hiện lượng khí SO₂ ở Vũ_Hán đang là cực_kỳ cao , ở mức 1700ug / m ^ 3 , trong đó 80ug / m ^ 3 được coi là cao nguy_hiểm .Với lượng SO₂ đang đo được tại Vũ_Hán , người ta ước_tính phải đốt chừng 14.000 xác mới cho ra được lượng khí_thải SO₂ tương_ứng .Hình 1 và 4 : Biểu_đồ khí SO₂ ở Vũ_Hán_Hình 2 : Khí SO₂ ở thành_phố Chongquing gần Vũ_Hán_Hình 3 : Thông_tin liên_quan đến lượng SO₂ ở Vũ_Hán .Nguồn : INTELWAVE Xem thêm",1581224465.0,642,59,485,1,401.0,165,868,0,1,tin chấn_động dữ_liệu từ cho thấy hiện đang có một lượng rất lớn khí dioxit lưu_huỳnh so từ vùng ngoại_ô vũ hán bốc lên gần vũ hán là thành_phố chongquing nơi cũng bị ảnh_hưởng nặng_nề bởi virus covid quan_sát thấy cũng thấy xuất_hiện hiện_tượng tương_tự dioxit lưu_huỳnh thường liên_quan đến việc đốt các chất_hữu_cơ các hợp_chất hữu_cơ chỉ có_thể tổng_hợp trong cơ_thể sinh_vật nói_thẳng ra là xác động_vật xác_chết hiện lượng khí so ở vũ hán đang là cực_kỳ cao ở mức 1700ug m 3 trong đó 80ug m 3 được coi là cao nguy_hiểm với lượng so đang đo được tại vũ hán người ta ước_tính phải đốt chừng 14 0 xác mới cho ra được lượng khí_thải so tương_ứng hình 1 và 4 biểu_đồ khí so ở vũ hán hình 2 khí so ở thành_phố chongquing gần vũ hán hình 3 thông_tin liên_quan đến lượng so ở vũ hán nguồn intelwave xem thêm,0.855657696723938,0.017254069447517395,0.1270882487297058
1201,7c4757fa17e1202e82909d0fe27b5233,"Ngày 10/3 , Công_an quận Hoàn_Kiếm ( Hà_Nội ) cho biết , đã hoàn_thiện các phương_án cách_ly 17 trong số 60 người nhập_cảnh trên chuyến bay VN0054 đang sinh_hoạt trên địa_bàn . 17 người này được cách_ly tại 3 cơ_sở y_tế , 13 khách_sạn và 1 nhà dân .Trong số 60 hành_khách nhập_cảnh trên chuyến bay VN0054 có 7 người phát_hiện dương_tính với Covid-19 từng ở 4 khách_sạn trên địa_bàn quận Hoàn_Kiếm tại các phố Ngô_Quyền , Lý_Đạo_Thành , Nguyễn_Quang_Bích , Hàng Gai .Cả 4 khách_sạn trên đã được phun thuốc tiêu độc , khử_trùng .Qua rà_soát có 199 người từng tiếp_xúc với số khách nước_ngoài đi trên chuyến bay trên .Quận Hoàn_Kiếm hoàn_thành xây_dựng phương_án cách_ly cho 158 người trong diện phải cách_ly .Quận cũng bố_trí cán_bộ , chiến_sĩ tham_gia tại 40 điểm cách_ly trên địa_bàn .",1583798342,21,3,2.0,0,402.0,138,785,0,0,ngày 10 3 công_an quận hoàn_kiếm à nội cho biết đã hoàn_thiện các phương_án cách_ly 17 trong số 60 người nhập_cảnh trên chuyến bay vn0054 đang sinh_hoạt trên địa_bàn 17 người này được cách_ly tại 3 cơ_sở y_tế 13 khách_sạn và 1 nhà dân trong số 60 hành_khách nhập_cảnh trên chuyến bay vn0054 có 7 người phát_hiện dương_tính với covid từng ở 4 khách_sạn trên địa_bàn quận hoàn_kiếm tại các phố ngô_quyền lý đạo thành nguyễn_quang bích hàng gai cả 4 khách_sạn trên đã được phun thuốc tiêu độc khử_trùng qua rà_soát có 199 người từng tiếp_xúc với số khách nước_ngoài đi trên chuyến bay trên quận hoàn_kiếm hoàn_thành xây_dựng phương_án cách_ly cho 158 người trong diện phải cách_ly quận cũng bố_trí cán_bộ chiến_sĩ tham_gia tại 40 điểm cách_ly trên địa_bàn,0.06436418741941452,0.18022409081459045,0.7554117441177368
1202,802058a86a132e4c192bbb406a33c295,"Chủ_tịch UBND tỉnh Quảng_Nam , ông Lê_Trí_Thanh , vừa ký văn_bản gửi Bộ Y_tế đề_nghị xem_xét công_bố dịch trên địa_bàn sau khi phát_hiện 2 ca dương_tính với Covid-19 .Ngày 11/3 , Văn_phòng UBND tỉnh Quảng_Nam cho biết , trong văn_bản ông Lê_Trí_Thanh vừa ký , tỉnh đề_nghị Bộ Y_tế chỉ_định triển_khai các bước tiếp_theo để phòng_chống dịch Covid-19 trên địa_bàn .Đến thời_điểm hiện_tại , tỉnh Quảng_Nam ghi_nhận 2 trường_hợp mắc Covid -19 .Cụ_thể , ngày 10/3 , Viện Pasteur_Nha_Trang có kết_quả xét_nghiệm dương_tính đối_với du_khách người Anh đi cùng chuyến bay VN0054 với bệnh_nhân số 17 .Người này được phát_hiện mắc bệnh khi đang lưu_trú tại Hội_An .Đây là bệnh_nhân thứ 33 ở Việt_Nam .Ca bệnh đầu_tiên tại Quảng_Nam là ông N.K. ( 49 tuổi , quốc_tịch Anh ) , nhập_cảnh vào Việt_Nam ngày 2/3 và đến du_lịch ở Hội_An .Người này đang được điều_trị tại Bệnh_viện Trung_ương Huế .Ban Chỉ_đạo Phòng_chống dịch Covid-19 tỉnh Quảng_Nam thông_tin thêm , đến nay , ngoài 2 ca dương_tính trên , tất_cả các mẫu xét_nghiệm còn lại ở Quảng_Nam liên_quan đến chuyến bay VN0054 đều có kết_quả âm_tính .CT News",1583888043,15,1,2.0,0,403.0,187,1097,0,0,chủ_tịch ubnd tỉnh quảng_nam ông lê_trí thanh vừa ký văn_bản gửi bộ y_tế đề_nghị xem_xét công_bố dịch trên địa_bàn sau khi phát_hiện 2 ca dương_tính với covid ngày 11 3 văn_phòng ubnd tỉnh quảng_nam cho biết trong văn_bản ông lê_trí thanh vừa ký tỉnh đề_nghị bộ y_tế chỉ_định triển_khai các bước tiếp_theo để phòng_chống dịch covid trên địa_bàn đến thời_điểm hiện_tại tỉnh quảng_nam ghi_nhận 2 trường_hợp mắc covid 19 cụ_thể ngày 10 3 viện pasteur nha_trang có kết_quả xét_nghiệm dương_tính đối_với du_khách người anh đi cùng chuyến bay vn0054 với bệnh_nhân số 17 người này được phát_hiện mắc bệnh khi đang lưu_trú tại hội_an đây là bệnh_nhân thứ 33 ở việt_nam ca bệnh đầu_tiên tại quảng_nam là ông n không 49 tuổi quốc_tịch anh nhập_cảnh vào việt_nam ngày 2 3 và đến du_lịch ở hội_an người này đang được điều_trị tại bệnh_viện trung_ương huế ban chỉ_đạo phòng_chống dịch covid tỉnh quảng_nam thông_tin thêm đến nay ngoài 2 ca dương_tính trên tất_cả các mẫu xét_nghiệm còn lại ở quảng_nam liên_quan đến chuyến bay vn0054 đều có kết_quả âm_tính ct news,0.39412593841552734,0.04094171151518822,0.5649323463439941
1203,3b5e25d1383e024bf67d3a4a80d130ab,"Hôm 03/02 tại thành_phố Vũ_Hán , khu bệnh_xá 1.000 giường được hoàn_thành chỉ trong vòng 10 ngày của Trung_Quốc có tên Hoả_Thần_Sơn đã mở_cửa đón những bệnh_nhân đầu_tiên .Xem thêm : < URL > …< URL > …Các tin khác : Trung_Quốc hôm 03/02 cho biết đã có 361 người chết vì đợt bùng_phát virus corona mới tại đại_lục , với thêm 2,829 ca nhiễm mới được xác_nhận trong 24 giờ qua , nâng tổng_số ca bệnh tại Trung_Quốc lên 17.205 ; Philippines cấm nh ... ập cảnh tất_cả công_dân ngoại_quốc đến từ Trung_Quốc , sau khi có hai ca nhiễm virus corona được xác_nhận ở Philippines , trong đó có một ca tử_vong đầu_tiên bên ngoài Trung_Quốc ; Tổng_giám_đốc Tổ_chức Y_tế Thế_giới ( WHO ) loan_báo cần có một hệ_thống mới để chống lại các đợt bùng_phát dịch bởi điều nguy_hiểm là thế_giới không có sự chuẩn_bị cho một đại_dịch toàn_cầu ; Nhật_Bản phái một tàu_chiến để bảo_vệ các nguồn cung_cấp dầu cho quốc_gia thông_qua các hải lộ trọng_yếu và căng_thẳng ở Trung_Đông .Xem thêm",,12000,493,2500,0,404.0,176,963,0,2,hôm 03 02 tại thành_phố vũ hán khu bệnh_xá 1 0 giường được hoàn_thành chỉ trong vòng 10 ngày của trung_quốc có tên_hoả thần sơn đã mở_cửa đón những bệnh_nhân đầu_tiên xem thêm các tin khác trung_quốc hôm 03 02 cho biết đã có 361 người chết vì đợt bùng_phát virus covid mới tại đại_lục với thêm 2 829 ca nhiễm mới được xác_nhận trong 24 giờ qua nâng tổng_số ca bệnh tại trung_quốc lên 17 205 philippines cấm nh ập cảnh tất_cả công_dân ngoại_quốc đến từ trung_quốc sau khi có hai ca nhiễm virus covid được xác_nhận ở philippines trong đó có một ca tử_vong đầu_tiên bên ngoài trung_quốc tổng_giám_đốc tổ_chức y_tế thế_giới who loan_báo cần có một hệ_thống mới để chống lại các đợt bùng_phát dịch bởi điều nguy_hiểm là thế_giới không có sự chuẩn_bị cho một đại_dịch toàn_cầu nhật_bản phái một tàu_chiến để bảo_vệ các nguồn cung_cấp dầu cho quốc_gia thông_qua các hải lộ trọng_yếu và căng_thẳng ở trung đông xem thêm,0.9503900408744812,0.014773186296224594,0.03483680263161659
1204,68d28c90602252bc655d9736a1c3fd67,"Là lực thượng thực_thi pháp_luật , tuy_nhiên Thanh_tra Giao_thông vận_tải quận Hà_Đông ( Thanh_tra sở Giao_thông Hà_Nội ) có thái_độ , tác_phong thiếu chuẩn_mực khi vừa xử_lý vi_phạm , vừa hút thuốc gây phản_cảm , bức_xúc cho tài_xế .Đáng nói , khi tài_xế lấy điện_thoại ra quay thì bị thanh_tra_viên giằng điện_thoại để xoá clip đi .",1591083526.0,9,4,,0,405.0,57,334,0,0,là lực thượng thực_thi pháp_luật tuy_nhiên thanh_trà giao_thông vận_tải quận à đông thanh_trà sở giao_thông à nội có thái_độ tác_phong thiếu chuẩn_mực khi vừa xử_lý vi_phạm vừa hút thuốc gây phản_cảm bức_xúc cho tài_xế đáng nói khi tài_xế lấy điện_thoại ra quay thì bị thanh_trà_viên giằng điện_thoại để xoá clip đi,0.9839037656784058,0.004560539033263922,0.011535781435668468
1205,f8333055e6863a8b93829ab526ce6597,"* * Báo_cáo của Kiểm_toán Nhà_nước mới_đây đã chỉ ra nhiều "" vấn_đề "" tại Tập_đoàn Công_nghiệp Cao_su Việt_Nam ( VRG ) .Qua đó , đơn_vị này đã có văn_bản đề_nghị xử_lí , kiểm_điểm trách_nhiệm đối_với những tập_thể , cá_nhân có liên_quan đến một_số sai_phạm ...* *",1590808208.0,1,0,,0,406.0,47,263,0,0,báo_cáo của kiểm_toán nhà_nước mới_đây đã chỉ ra nhiều vấn_đề tại tập_đoàn công_nghiệp cao_su việt_nam vrg qua đó đơn_vị này đã có văn_bản đề_nghị xử_lí kiểm_điểm trách_nhiệm đối_với những tập_thể cá_nhân có liên_quan đến một_số sai_phạm,0.9702582359313965,0.006046408321708441,0.02369537390768528
1206,a943ab57fc8e256ef57a8de6a73da29d,"Ánh_sáng cuối đường_hầm ?Vụ án quá nhiều oan sai từ việc tạo hiện_trường giả và vân tay giả ...Việc này đã được LS Phong nêu ra từ hơn năm trước cùng rất nhiều bài báo nêu những chứng_cứ của vụ án oan sai từ hơn chục năm nay mà toà vẫn tiếp_tục làm_ngơ , hy_vọng hôm_nay toà sẽ phải nghe LS phản_biện .Vụ án này cùng nhiều vụ oan sai khác thể_hiện sự thối_nát của ngành tư_pháp và pháp_luật VN .Đã 4 kẻ liên_quan bị đột_tử rồi .Hãy nhớ gieo nhân nào gặt quả ấy !“ Luật_sư Hồng_Phong đã chính_thức tố_cáo , yêu_cầu điều_tra dấu_hiệu phạm_tội của Nguyễn_Văn_Nghị .Quyết_định kháng_nghị huỷ án , kháng_nghị giám_đốc_thẩm của Viện KSND Tối_cao với Hồ_Duy_Hải mới_đây , cũng đã ghi_nhận phải điều_tra Nghị : ngoài các dấu vân tay tại hiện_trường chưa xác_định được thì còn có đối_tượng tình_nghi là Nguyễn_Văn_Nghị , Nguyễn_Mi_Sol không được điều_tra làm rõ ” .",1588739337.0,89,12,4,1,407.0,156,856,0,0,ánh_sáng cuối đường_hầm vụ án quá nhiều oan sai từ việc tạo hiện_trường giả và vân tay giả việc này đã được ls phong nêu ra từ hơn năm trước cùng rất nhiều bài báo nêu những chứng_cứ của vụ án oan sai từ hơn chục năm nay mà toà vẫn tiếp_tục làm_ngơ hy_vọng hôm_nay toà sẽ phải nghe ls phản_biện vụ án này cùng nhiều vụ oan sai khác thể_hiện sự thối_nát của ngành tư_pháp và pháp_luật việt_nam đã 4 kẻ liên_quan bị đột_tử rồi hãy nhớ gieo nhân nào gặt quả ấy luật_sư hồng phong đã chính_thức tố_cáo yêu_cầu điều_tra dấu_hiệu phạm_tội của nguyễn văn nghị_quyết_định kháng_nghị huỷ án kháng_nghị giám_đốc_thẩm của viện ksnd tối_cao với hồ duy hải mới_đây cũng đã ghi_nhận phải điều_tra nghị ngoài các dấu vân tay tại hiện_trường chưa xác_định được thì còn có đối_tượng tình_nghi là nguyễn_văn nghị nguyễn_mi sol không được điều_tra làm rõ,0.9855980277061462,0.004378063138574362,0.01002382393926382
1207,036025f7d10eca014ada255dcf2a39aa,"Tiến_sĩ Nguyễn_Chiến_Thắng : “ ... cần khẳng_định , tro xỉ của NMNĐ than ở Việt_Nam hiện_nay không nên coi là chất_thải ( độc_hại ) mà nên coi là nguyên_liệu đầu_vào đáng quý , cung_cấp chủ_yếu cho ngành vật_liệu xây_dựng và các ngành công_nghiệp , dân_sinh khác ... ”",1591002529.0,136,114,43,0,408.0,48,268,0,0,tiến_sĩ nguyễn_chiến_thắng cần khẳng_định tro xỉ của nmnđ than ở việt_nam hiện_nay không nên coi là chất_thải độc_hại mà nên coi là nguyên_liệu đầu_vào đáng quý cung_cấp chủ_yếu cho ngành vật_liệu xây_dựng và các ngành công_nghiệp dân_sinh khác,0.2182624340057373,0.49767807126045227,0.2840595245361328
1208,f3d73e625ace36e3de8043e0698cf961,"HÀ_NỘI : HÔM_NAY ( 24/6 ) , THÍ_SINH THI VÀO LỚP 10 ĐƯỢC ĐIỀU_CHỈNH NGUYỆN_VỌNG Mỗi học_sinh được đăng_ký nguyện_vọng dự_tuyển vào hai trường THPT công_lập trong cùng một khu_vực tuyển_sinh .Thời_gian đổi nguyện_vọng được quy_định trong hai ngày 24 và 25/6 .Theo quy_định , việc đổi nguyện_vọng chỉ áp_dụng khi đăng_ký dự_tuyển vào lớp 10 các trường trung_học_phổ_thông công_lập .Học_sinh không được đổi nguyện_vọng dự_tuyển vào lớp 10 các trường trung_học_phổ_thông chuyên , hoặc trường trung_học_phổ_thông có lớp chuyên .Số_lượng học_sinh tuyển vào lớp 10 THPT năm nay tại Hà_Nội dự_kiến là 90.730 học_sinh ( tăng 5.776 học_sinh so với năm_học 2019 - 2020 ) .Kỳ thi_tuyển sinh vào lớp 10 của Hà_Nội năm_học 2 < PHONE > diễn ra vào ngày 17 và 18/7 ( khối không chuyên ) .Riêng học_sinh dự_tuyển vào trường chuyên và khối chuyên sẽ dự thi thêm các ngày 19 và 20/7 .Học_sinh dự thi vào các trường THPT khối không chuyên chỉ thi 3 môn Toán , Ngữ_văn , Ngoại_ngữ .",1592945577,2887,68,22.0,0,409.0,169,961,0,0,à nội hôm_nay 24 6 thí_sinh thì vào lớp 10 được điều_chỉnh nguyện_vọng mỗi học_sinh được đăng_ký nguyện_vọng dự_tuyển vào hai trường trung_học_phổ_thông công_lập trong cùng một khu_vực tuyển_sinh thời_gian đổi nguyện_vọng được quy_định trong hai ngày 24 và 25 6 theo quy_định việc đổi nguyện_vọng chỉ áp_dụng khi đăng_ký dự_tuyển vào lớp 10 các trường trung_học_phổ_thông công_lập học_sinh không được đổi nguyện_vọng dự_tuyển vào lớp 10 các trường trung_học_phổ_thông chuyên hoặc trường trung_học_phổ_thông có lớp chuyên số_lượng học_sinh tuyển vào lớp 10 trung_học_phổ_thông năm nay tại à nội dự_kiến là 90 730 học_sinh tăng 5 776 học_sinh so với năm_học 2019 2020 kỳ thi_tuyển sinh vào lớp 10 của à nội năm_học 2 diễn ra vào ngày 17 và 18 7 khối không chuyên riêng học_sinh dự_tuyển vào trường chuyên và khối chuyên sẽ dự thi thêm các ngày 19 và 20 7 học_sinh dự thi vào các trường trung_học_phổ_thông khối không chuyên chỉ thi 3 môn toán ngữ_văn ngoại_ngữ,0.03813802823424339,0.18071693181991577,0.7811450362205505
1209,16abba73f7ba9f0278c4696ee14a1602,"Ngày 2.6 , Uỷ_ban soạn_thảo dự_luật của Hội_đồng Legco_Hồng_Kông đã thông_báo chấm_dứt dự_luật cấm các sản_phẩm thuốc_lá điện_tử , thuốc_lá làm nóng ( HTP ) và các hệ_thống cung_cấp nicotin điện_tử khác .",1591867803,8,0,1.0,0,410.0,33,204,0,0,ngày 2 6 uỷ bàn_soạn thảo dự_luật của hội_đồng legco hồng_kông đã thông_báo chấm_dứt dự_luật cấm các sản_phẩm thuốc_lá điện_tử thuốc_lá làm nóng htp và các hệ_thống cung_cấp nicotin điện_tử khác,0.9590849876403809,0.009022856131196022,0.03189213573932648
1210,dfea8e8f76799d8cab74ba5c72985b22,Khi con làm điều gì liệu có biết_nghĩ suy cho cha_mẹ ?Đến lúc mắc sai_lầm cha_mẹ phải khổ_tâm .< URL >,1587224295.0,,0,,0,411.0,21,102,0,1,khi con làm điều gì liệu có biết_nghĩ suy cho cha_mẹ đến lúc mắc sai_lầm cha_mẹ phải khổ_tâm,0.8861076831817627,0.016122497618198395,0.09776975959539413
1211,355255e02103be9741f845cb161c3ed6,"Giữa thời_tiết nóng_nực ngày hè , bạn đang xem_xét mua một bể_bơi bơm hơi cho trẻ_em ?Đây là 4 điều quan_trọng bạn cần nhớ trước khi mua .",1591125232,0,0,0.0,0,412.0,28,138,0,0,giữa thời_tiết nóng_nực ngày hè bạn đang xem_xét mua một bể_bơi bơm hơi cho trẻ_em đây là 4 điều quan_trọng bạn cần nhớ trước khi mua,0.019228560850024223,0.9020620584487915,0.07870940119028091
1212,d63063b4e4babbc4973678884ad54e5a,"Sau khi phát_hiện công_trình xây_dựng trái_phép trong Cụm công_nghiệp Hướng_Tân , cơ_quan_chức_năng huyện Hướng_Hoá ( tỉnh Quảng_Trị ) đã yêu_cầu đơn_vị thi_công dừng việc xây_dựng để xử_lý theo quy_định .",1592962254,9,0,0.0,0,413.0,30,205,0,0,sau khi phát_hiện công_trình xây_dựng trái_phép trong cụm công_nghiệp hướng tân_cơ_quan_chức_năng huyện hướng_hoá tỉnh quảng_trị đã yêu_cầu đơn_vị thi_công dừng việc xây_dựng để xử_lý theo quy_định,0.9641034007072449,0.007617547642439604,0.02827898971736431
1213,fb51e0b67d61031ae7784bec054d1f2d,""" Còn bạn nào khẩu nghiệp , có dám tới bưu điện Cầu Voi ban_đêm rồi thề với hai cô gái coi có bị vặn cổ không ! "" Đã có 1 anh bị rồi đấy",1590251061.0,162,32,14,1,414.0,36,138,0,0,còn bạn nào khẩu nghiệp có dám tới bưu điê n câ u voi ban_đêm rồi thề với hai cô gái coi có bị vặn cổ không đã có 1 anh bị rồi đấy,0.08794818073511124,0.09742511063814163,0.8146266937255859
1214,ce7e6702a9803d09f01fbdb6ec1ac322,"TƯ_VẤN MÙA THI : Xét tuyển ngành mới cơ_hội trúng_tuyển sẽ cao hơn ?Ngày 6.6 , chương_trình Tư_vấn mùa thi do Báo Thanh_Niên thực_hiện đã được truyền_hình trên Đài_Phát_thanh - Truyền_hình Long_An , đồng_thời trực_tuyến trên < URL > , Fanpage_Facebook và kênh YouTube của Báo Thanh_Niên .# TưVấnMùaThi # ThiTHPTQuốcgia # ThiTHPT 2020",1591394505,9,0,0.0,0,415.0,54,333,3,1,tư_vấn mùa thi xét tuyển ngành mới cơ_hội trúng_tuyển sẽ cao hơn ngày 6 6 chương_trình tư_vấn mùa thị độ báo thanh_niên thực_hiện đã được truyền_hình trên đài_phát_thanh truyền_hình long án đồng_thời trực_tuyến trên fanpage facebook và kênh youtube của báo thanh_niên tưvấnmùathi thithptquốcgia thithpt 2020,0.003164407331496477,0.988399863243103,0.008435627445578575
1215,092b507d89ffc45d410b2a7761e04781,"Theo thông_tin mới nhất từ các nhà_cung_cấp dịch_vụ Internet , tuyến cáp AAG đã được sửa_chữa xong vào lúc 7 giờ 20 ngày 4/6/2020 .Theo đó , 100% lưu_lượng trên tuyến cáp này đã được khôi_phục .Tuy_nhiên hiện_tại , Internet Việt_Nam đi quốc_tế vẫn chưa_thể hoạt_động lại bình_thường do tuyến cáp_quang biển Đông_Nam Á-Thái Bình_Dương ( tuyến cáp Asia_Pacific_Gateway , gọi tắt là APG ) vẫn chưa được sửa xong .Dự_kiến tuyến cáp APG sẽ được sửa hoàn_tất vào ngày 11/6 .",1591233600,3405,36,57.0,0,416.0,82,468,0,0,theo thông_tin mới nhất từ các nhà_cung_cấp dịch_vụ internet tuyến cáp aag đã được sửa_chữa xong vào lúc 7 giờ 20 ngày 4 6 2020 theo đó 100 lưu_lượng trên tuyến cáp này đã được khôi_phục tuy_nhiên hiện_tại internet việt_nam đi quốc_tế vẫn chưa_thể hoạt_động lại bình_thường do tuyến cáp_quang biển đông nam á thái_bình_dương tuyến cáp asia pacific gateway gọi tắt là apg vẫn chưa được sửa xong dự_kiến tuyến cáp apg sẽ được sửa hoàn_tất vào ngày 11 6,0.0220858883112669,0.4149473309516907,0.5629667639732361
1216,e9e7678d89eaa11fc7d61c1346252142,"Dẫn dòng trạng_thái đăng trên mạng xã_hội Twitter của Chủ_tịch Cuba Miguel Díaz-Canel , báo Granma của Đảng Cộng_sản Cuba đưa tin Trung_Quốc đã sử_dụng loại thuốc trên của Cuba trong việc điều_trị cho bệnh_nhân mắc COVID-19 .Loại thuốc này đã cho dấu_hiệu khả_quan khi góp_phần giúp trên 1.500 bệnh_nhân bình_phục .Quý_vị cũng có_thể xem trực_tiếp trên : Channel 57.14 KJLA ( Southern_California ) Roku_App : Vietmedia_Channel ...Website : < URL > YouTube : < URL > # Vietmedia # VMTV Xem thêm",,4300,260,4200,0,417.0,83,493,2,2,dẫn dòng trạng_thái đăng trên mạng xã_hội twitter của chủ_tịch cuba miguel díaz canel báo granma của đảng cộng_sản cuba đưa tin trung_quốc đã sử_dụng loại thuốc trên của cuba trong việc điều_trị cho bệnh_nhân mắc covid loại thuốc này đã cho dấu_hiệu khả quân_khí góp_phần giúp trên 1 500 bệnh_nhân bình_phục quý_vị cũng có_thể xem trực_tiếp trên channel 57 14 kjla southern california roku app vietmedia channel website youtube vietmedia vmtv xem thêm,0.010171336121857166,0.9589356780052185,0.030893079936504364
1218,1887f1a147ec8f60dcd86b68f0815afd,"Văn_phòng Đại_diện Tổ_chức Y_tế Thế_giới ( WHO ) tại Việt_Nam đã công_bố hai khoá học trực_tuyến bằng tiếng Việt , về chủ_đề điều_trị bệnh do corora vi_rút 2019 ( Covid-19 ) .",1584734894,4,0,0.0,0,419.0,32,175,0,0,văn_phòng đại_diện tổ_chức y_tế thế_giới who tại việt_nam đã công_bố hai khoá học trực_tuyến bằng tiếng việt về chủ_đề điều_trị bệnh do corora vi_rút 2019 covid,0.016812659800052643,0.894497275352478,0.0886901393532753
1219,61d6aa57f4b4799b5c23593be7f43fc6,"Ồ , hay_ho quá nhỉ ?Đã tiêu tiền thuế dân chán rồi , ko rõ đóng_góp được gì ko mà kỳ_lạ ghê !Có phải , hồng_phúc của dân_tộc là được như_vầy sao😔",1587373003.0,89,50,73,1,420.0,32,145,0,0,ồ hay_ho quá nhỉ đã tiêu tiền thuế dân chán rồi không rõ đóng_góp được gì không mà kỳ_lạ ghê có phải hồng_phúc của dân_tộc là được như_vầy sao 😔,0.013264824636280537,0.9438334703445435,0.04290171340107918
1220,b65e855e9bde88d1c247f732f75a903b,Ông Cấn_Đình_Tài trở_thành người trợ_lý thứ 5 của Thủ_tướng Nguyễn_Xuân_Phúc .,1588131909,25,0,0.0,0,421.0,11,78,0,0,ông cấn đình tài trở_thành người trợ_lý thứ 5 của thủ_tướng nguyễn_xuân phúc,0.006253345869481564,0.9437522292137146,0.04999440908432007
1221,488276104321af4753309095a1fb432e,"Giờ cây cột điện có chân nó cũng chạy khỏi Mẽo .Chỉ có những đứa không có tiền để chạy đi đâu được mới đành chịu ở lại , nâng bi bố Mẽo và AQ với nhau thôi .Tốt_đẹp thế_thì bọn nhà giàu nó đã không ba_chân_bốn_cẳng chạy sang New_Zealand tránh dịch !",1587528763.0,52,56,,1,422.0,53,249,0,0,giờ cây cột điện có chân nó cũng chạy khỏi mẽo chỉ có những đứa không có tiền để chạy đi đâu được mới đành chịu ở lại nâng bi bố mẽo và aq với nhau thôi tốt_đẹp thế_thì bọn nhà giàu nó đã không ba_chân_bốn_cẳng chạy sang new_zealand tránh dịch,0.03179945796728134,0.3695453703403473,0.5986551642417908
1223,05c7c3c7f8e55799d9286d4a0a8df719,"Bên lề kỳ họp Quốc_hội ngày 12/6 , Bộ_trưởng Bộ TN & MT Trần_Hồng_Hà trao_đổi với phóng_viên xoay quanh việc thu phí rác_thải trong nhân_dân .",1591934354,74,14,12.0,0,424.0,26,142,0,0,bên lề kỳ họp quốc_hội ngày 12 6 bộ_trưởng bộ tn mt trần hồng à trao_đổi với phóng_viên xoay quanh việc thu phí rác_thải trong nhân_dân,0.04114777222275734,0.40800201892852783,0.5508502125740051
