,preprocess,label,NEG,POS,NEU,num_word,num_char,num_hashtag,num_url,num_like_post,num_comment_post,num_share_post,hour,weekday,day,month,year
555,bình_thuận từ 17 giờ ngày 26 3 tạm dừng kinh_doanh nhà_hàng quán bia quán ăn café giải_khát có công_suất trên 30 người các cơ_sở hớt_tóc máy_lạnh vui_chơi giải_trí dành cho thanh_thiếu_niên các câu_lạc_bộ thể_thao cũng phải tạm dừng hoạt_động cho đến khi có chỉ_đạo mới nguồn,0,0.902910053730011,0.0338759645819664,0.0632139667868614,55,335,0,0,2400.0,607.0,2200.0,14,2,25,3,2020
556,bí_thư vương đình huệ cho biết à nội đặt mục_tiêu phủ kín các quy_hoạch phân_khu đặc_biệt quy_hoạch hai bên bờ sông hồng,0,0.0850895121693611,0.1233361959457397,0.7915742993354797,20,123,0,0,5.0,0.0,2.0,14,1,5,5,2020
557,🔖 lần đầu_tiên ở việt_nam có doanh_nghiệp đổi xe ô_tô cũ lấy xe mới 💠 chương_trình được áp_dụng cho tất_cả các dòng ô_tô đang lưu_thông trên thị_trường việt_nam với thời_gian chưa quá 7 năm đổi cũ lấy mới là chính_sách lần đầu_tiên xuất_hiện trên thị_trường ô_tô việt_nam mang đến cho người tiêu_dùng cơ_hội chuyển_đổi từ xe đang sử_dụng sang những mẫu xe khác được vinfast thực_hiện,0,0.0138705782592296,0.9497773051261902,0.0363520272076129,70,393,0,0,4.0,4.0,475.3860955927995,9,4,8,5,2020
558,ông nguyễn_văn điều trưởng ban nội_chính tỉnh_uỷ thái_bình đã bị tỉnh_uỷ thái_bình tạm dừng thực_hiện nhiệm_vụ do nghi_vấn liên_quan đến vụ tai_nạn giao_thông khiến 3 người thương vong trên địa_bàn tp thái_bình vào tối_ngày 8 5,0,0.22757588326931,0.0568960160017013,0.7155280709266663,36,232,0,0,103.0,21.0,7.0,4,2,13,5,2020
559,130 năm ngày_sinh chủ_tịch hồ_chí_minh 19 5 1890 19 5 2020 người con ưu_tú của dân_tộc việt_nam anh_hùng giải_phóng dân_tộc danh_nhân văn_hoá được thế_giới ngưỡng_mộ và tôn_vinh là dịp để chúng_ta hiểu rõ hơn tầm_vóc tư_tưởng và sự_nghiệp vĩ_đại của một con_người suốt đời toàn_tâm_toàn_ý cống_hiến cho đất_nước cho nhân_dân là dịp để chúng_ta khẳng_định tâm_nguyện thực_hiện những điều người còn dặn lại trong sự_nghiệp phát_triển đất_nước và con_người hôm_nay và mai_sau,0,0.0020710390526801,0.9916359186172484,0.0062930011190474,78,492,0,0,3.0,0.0,475.3860955927995,13,5,23,5,2020
560,trường tiểu_học nguyễn_huệ huyện xuân_lộc đã nhanh_chóng trang_bị những chiếc chậu rửa tay thật dễ làm lại tiện_dụng chi_phí thấp phục_vụ các em rửa tay phòng_chống dịch covid 2019 những chiếu chậu rửa tay có_thể lắp_đặt và di_chuyển linh_hoạt dễ_dàng đây có_thể là mô_hình hay để nhiều trường tham_khảo áp_dụng,0,0.0023511673789471,0.9907936453819276,0.00685526849702,53,323,0,0,1800.0,166.0,2700.0,12,4,28,2,2020
561,tin chính_thức học_sinh thành_phố tiếp_tục nghỉ share và tag bạn_bè nhé tp hồ_chí_minh vừa quyết_định cho học_sinh từ mầm_non đến thcs kéo_dài thời_gian tạm nghỉ học do dịch covid đến hết ngày 15 3 riêng bậc trung_học_phổ_thông khối 10 11 nghỉ đến 15 3 khối 12 nghỉ đến 8 3,0,0.0237220879644155,0.6962229609489441,0.2800549268722534,58,278,2,0,7500.0,1200.0,3700.0,5,5,29,2,2020
562,tand cấp cao tại thành_phố hồ_chí_minh đã kháng_nghị giám_đốc_thẩm vụ án liên_quan đến ông phước huỷ các bản_án sơ và phúc_thẩm của toà_án nhân_dân tỉnh bình_phước để điều trả lại,0,0.9733684659004213,0.0060110976919531,0.0206205304712057,30,167,0,0,49.0,3.0,10.0,14,4,5,6,2020
563,việc đốt rơm_rạ vừa gây ô_nhiễm môi_trường ảnh_hưởng đến sức_khoẻ cuộc_sống của người_dân gây lãng_phí nguồn tài_nguyên mà_còn làm thoái_hoá đất canh_tác do_vậy việc đốt rơm_rạ trực_tiếp ngay trên đồng_ruộng gây bất_lợi cho đồng_ruộng lớn hơn nhiều lần so với việc_làm phân_bón như ta tưởng,0,0.985360324382782,0.004581581801176,0.010058119893074,53,305,0,0,7.0,2.0,475.3860955927995,9,3,11,6,2020
564,xứ thanh kỳ ghê cục trưởng cục thi_hành án dân_sự tỉnh thanh_hoá bùi_mạnh khoa đã có văn_bản báo_cáo khẩn_cấp về việc ông đặng_phạm viên chi_cục trưởng chi_cục thi_hành án dân_sự tp thanh_hoá đã tử_vong bất_thường,0,0.9877436757087708,0.0040608500130474,0.0081954281777143,36,226,0,0,6.0,1.0,475.3860955927995,14,0,20,4,2020
565,quảng_nam gia_hạn thời_gian thanh_trà về vụ mua hệ_thống xét_nghiệm real time pcr tự_động giá 7 23 tỷ đồng,0,0.0495855808258056,0.3202326893806457,0.6301817297935486,18,206,0,0,4.0,3.0,475.3860955927995,10,2,20,5,2020
566,bảo_đảm công_khai minh_bạch trong hỗ_trợ người_dân vượt khó_khăn thứ ba 14 04 2020 trao_đổi với bộ_trưởng lao_động thương_binh và xã_hội đào ngọc dung ngày 14 4 về việc mặt_trận các cấp tham_gia giám_sát việc phân_bổ gói hỗ_trợ an_sinh xã_hội 62 0 tỷ đồng của chính_phủ nhằm hỗ_trợ người_dân gặp khó_khăn do đại_dịch covid đồng_chí trần thanh mẫn bí_thư trung_ương đảng chủ_tịch ubtư mttq việt_nam cho rằng việc phân_bổ hỗ_trợ cần được công_khai minh_bạch hạn_chế tối_đa việc trục_lợi trong thực_hiện chính_sách,0,0.8703165650367737,0.0203021205961704,0.1093813627958297,88,548,2,0,5.0,3.0,475.3860955927995,6,2,15,4,2020
567,bắt thanh_niên sát_hại thiếu_nữ 16 tuổi trong nhà_trọ ở đồng_nai để trộm tài_sản tối 14 4 phòng cảnh_sát hình_sự pc 02 công_an tỉnh đồng_nai cho biết vừa phối_hợp với công_an tỉnh đắk_lắk bắt_giữ đậu đức mười sn 1989 quê nghệ_an để điều_tra về hành_vi giết người mười được xác_định là kẻ sát_hại thiếu_nữ phạm thị bình m 16 tuổi quê thừa_thiên_huế tạm_trú tại phường long bình tp biên_hoà vào rạng sáng 9 4 bước_đầu mười khai nhận đã sát_hại m để trộm tài_sản sau khi sát_hại nạn_nhân mười trốn lên đắk_lắk cho đến khi bị bắt_giữ trước đó rạng sáng 9 4 người_dân tại dãy nhà_trọ thuộc tổ 17 khu_phố 8a phường long bình nghe tiếng la_hét trộm trộm người_dân chạy đến kiểm_tra thì phát_hiện thiếu_nữ tên m bị nhiều vết_thương trên người kẻ_trộm biến mất nạn_nhân được đưa vào bệnh_viện để cấp_cứu nhưng nạn_nhân t ử v ong do vết_thương quá nặng,0,0.3059200644493103,0.0666919872164726,0.6273880004882812,167,902,0,0,1.0,0.0,475.3860955927995,14,1,14,4,2020
568,khác với v league 2020 liên_đoàn bóng_đá thái fat đã đưa ra 4 phương_án để 16 clb bàn_bạc và chọn ra phương_án khả_thi nhất,0,0.0323511697351932,0.0956637561321258,0.8719850778579712,27,131,0,0,2.0,0.0,475.3860955927995,0,4,17,4,2020
569,sau khi lấy mẫu nước phân_tích sở tn mt bình_dương xác_định nhà_máy lix bình_dương thuộc công_ty cp bột_giặt lix để nguyên_liệu sản_xuất ngoài_trời khi mưa xuống bị nước cuốn trôi gây ô_nhiễm suối kênh thoát nước với hàm_lượng cod vượt qui_chuẩn 121 lần,0,0.966761827468872,0.0067802057601511,0.026457967236638,45,261,0,0,25.0,3.0,8.0,0,2,15,4,2020
570,liên_quan đến vụ_lợi dụng thời_điểm csgt trên cả nước tổng kiểm_tra phương_tiện giao_thông một_số đối_tượng đã chào_mời các gói thi chống trượt bằng lái_xe với giá từ 1 2 1 5 triệu đồng với cam_kết bao đậu 100 không cần học chỉ cần có_mặt thi là đỗ lãnh_đạo tổng_cục đường_bộ cho biết sẽ xử_lý nghiêm những trường_hợp này,0,0.8465533256530762,0.0604021660983562,0.0930445045232772,67,537,0,0,12.0,2.0,475.3860955927995,9,2,27,5,2020
571,ubnd tp à nội giao sở kế_hoạch đầu_tư khẩn_trương tham_mưu giúp ubnd tp dự_thảo văn_bản báo_cáo thủ_tướng về việc uỷ_quyền cho à nội phê_duyệt chủ_trương đầu_tư dự_án khử_trùng tâm hội_chợ triển_lãm quốc_gia tại đông_anh trước đó cuối tháng 3 2020 thủ_tướng chính_phủ có quyết_định 702 qđ ttg về phê_duyệt điều_chỉnh cục_bộ quy_hoạch chung xây_dựng thủ_đô à nội đến năm 2030 và tầm nhìn đến năm 2050 khu_vực trung_tâm hội_chợ triển_lãm quốc_gia tại huyện đông_anh tại quyết_định này thủ_tướng điều_chỉnh quy_hoạch xây_dựng khu_vực trung_tâm hội_chợ triển_lãm quốc_gia với tổng diện_tích 387 21 ha,0,0.0629943087697029,0.1352959275245666,0.8017097115516663,94,731,0,0,3.0,0.0,475.3860955927995,13,0,15,6,2020
572,định_cư gần 60 năm trong đó 20 năm bị treo và không được xây nhà mới người_dân kiến_nghị sớm điều_chỉnh quy_hoạch khu đô_thị an_phú an khánh q 2 tp hồ_chí_minh để họ có cơ_hội xây nhà ở ổn_định trên đất của mình,0,0.7045841813087463,0.2362718731164932,0.0591439232230186,51,323,0,0,1885.0152101056974,0.0,475.3860955927995,6,2,22,4,2020
573,loạn não quá theo báo_điện_tử giao_thông phóng_viên tìm đến nhà nguyễn mi sol người được nêu tên trong vụ án hồ duy hải thì mẹ nguyễn_mi sol cho biết là sol có họ thạch chứ không phải họ nguyễn_tức phải là thạch mi sol khi pv đặt câu hỏi về vấn_đề họ của anh sol thì người phụ_nữ từ_chối trả_lời trước nghi_vấn về họ của mi sol pv báo giao_thông một lần nữa liên_hệ công_an xã hựu thành nơi đây khẳng_định anh mi sol họ nguyễn_chúng_tôi đã kiểm_tra mi sol họ nguyễn_dân_tộc kinh trong gia_đình cũng không ai họ thạch cả trung_tá hồ tấn vân trưởng công_an xã hựu thành nói,0,0.9762083292007446,0.0051727052778005,0.0186189468950033,111,704,0,0,43.0,24.0,3.0,10,2,20,5,2020
574,cục bảo_vệ thực_vật cho rằng đề_xuất tạm_thời uỷ_quyền cho các tổ_chức giám_định độc_lập tham_gia giám_sát xuất_khẩu vải_thiều sang nhật_bản của bộ công_thương không phù_hợp với thông_lệ quốc_tế,0,0.2400781214237213,0.0443592891097068,0.7155625820159912,30,451,0,0,13.0,2.0,475.3860955927995,23,2,3,6,2020
575,không rõ 2 xe đi với tốc_độ bao_nhiêu để xảy ra va_chạm khiến xe_con nát bươm thế_này nghe nói 2 xe biển xanh của lực_lượng công_an lào_cai chưa thấy thông_tin nói về kết_quả kiểm_tra nồng_độ cồn nhỉ cm,0,0.2885819673538208,0.0350893251597881,0.676328718662262,40,425,0,0,9.0,0.0,1.0,3,1,16,6,2020
576,thăng cấp_bậc hàm đối_với 2 cán_bộ chiến_sỹ hy_sinh ở đà_nẵng ngày 3 4 đại_tướng tô lâm bộ_trưởng bộ công_an đã ký quyết_định số 2398 qđ bca x 01 thăng cấp_bậc hàm từ đại_uý lên thiếu_tá đối_với đồng_chí đặng_thanh tuấn cùng ngày thiếu_tướng vũ xuân viên giám_đốc công_an thành_phố đà_nẵng ký quyết_định số 479 qđ catp thăng cấp_bậc hàm từ trung_sĩ lên thượng_sỹ đối_với đồng_chí võ văn toàn đây là 2 cán_bộ chiến_sỹ đã hy_sinh trong quá_trình thực_hiện nhiệm_vụ đảm_bảo an_ninh trật_tự phòng_chống tội_phạm trên địa_bàn thành_phố đà_nẵng trước đó vào lúc 20h40 ngày 2 4 2020 công_an tp đà_nẵng nhận được tin báo của nhân_dân có nhóm đối_tượng đua xe và cướp_giật người đi đường tại khu_vực quận sơn_trà trong bối_cảnh toàn_quốc thực_hiện cách_ly xã_hội theo chỉ_thị số 16 của thủ_tướng chính_phủ công_an tp đà_nẵng đã chỉ_đạo cho công_an quận sơn_trà triển_khai lực_lượng truy bắt nhóm đối_tượng trong quá_trình truy_đuổi các đối_tượng trên đại_uý đặng_thanh tuấn và trung_sĩ võ văn toàn bị tai_nạn và hy_sinh ảnh ttxvn,0,0.0875540152192115,0.0848078355193138,0.8276380896568298,179,1080,0,0,19477.0,378.0,173.0,20,4,3,4,2020
577,tư_vấn mùa thi cách nộp hồ_sơ để trúng_tuyển cao nhất vào lúc 15 giờ ngày 6 6 chương_trình tư_vấn mùa thị độ báo thanh_niên thực_hiện đã được truyền_hình trên đài_phát_thanh truyền_hình bình_dương đồng_thời trực_tuyến trên fanpage facebook và kênh youtube của báo thanh_niên tưvấnmùathi thithptquốcgia thithpt 2020,0,0.010443452745676,0.9692654609680176,0.0202910378575325,56,339,3,1,48.0,5.0,19.0,1,5,6,6,2020
578,cơ_quan cạnh_tranh và thị_trường anh quyết_định mở cuộc điều_tra thương_vụ thâu_tóm dịch_vụ ảnh động giphy với giá 400 triệu usd của facebook,0,0.5418848991394043,0.0565493740141391,0.4015657901763916,23,143,0,0,3.0,0.0,0.0,4,5,13,6,2020
579,thêm 7 ca tại quảng_nam liên_quan đến hành_khách trên cùng chuyến bay với bệnh_nhân nhiễm thứ 17 cho kết_quả âm_tính với covid,0,0.0319297313690185,0.1492228358983993,0.8188474178314209,23,131,0,0,775.0,0.0,54.0,7,0,9,3,2020
580,trong giờ học thể dụ c do thầy_giáo nguyễn_văn quân phụ trác h em d đã bị thầy quân đi đường quyền lên người dẫn đến việc bị ngấ t tại trường và sau đó đã được ban_giám_hiệu nhà_trường đưa đi cấp cứ u để điều_trị,0,0.923330307006836,0.0088813761249184,0.0677883103489875,45,221,0,0,2.0,1.0,475.3860955927995,4,1,26,5,2020
581,chủ đầu_tư tại à nội tung sản_phẩm có mức giá trên_dưới một tỷ đồng nhằm đón bắt người mua là các gia_đình trẻ có nhu_cầu ở thực skyoasis,0,0.0144906528294086,0.8895202875137329,0.0959890410304069,29,143,1,0,25.0,1.0,1.0,19,2,13,5,2020
582,luật_sư trần hồng phong cung_cấp tình_tiết mới vụ hồ duy hải và cho rằng cqđt khẳng_định thời_gian xảy ra vụ án khoảng 20h30 là mâu_thuẫn,0,0.7634352445602417,0.0201979540288448,0.2163667380809784,22,140,0,0,6.0,0.0,1.0,1,3,28,5,2020
583,nhiều người cho rằng việc thực_hiện tổng kiểm_soát này theo mùa_vụ chỉ có tác_dụng trong thời_điểm đó còn nếu làm thường_xuyên xử_lý nghiêm thì không cần đến các đợt ra_quân,0,0.0829096734523773,0.0571712143719196,0.8599190711975098,38,192,0,0,6.0,0.0,475.3860955927995,7,2,20,5,2020
584,trong 1 vụ xô_xát nhỏ thôi em_trai này bị bắt oan và bị tra_tấn man_rợ công_an sóc_trăng có chiêu ướp đá vào chim công_an đức_hoà không kém_cạnh với chiêu xát ớt bột vào vùng kín thời trung_cổ chắc cũng không_thể nghĩ ra những trò này vụ này xảy ra ở huyện đức_hoà long án năm 2014 lại là long án quê mình vụ của hồ duy hải năm 2008 chắc độ tàn_bạo còn hơn nhiều vậy nên ai còn tin vào các điều_tra_viên tỉnh long án không dùng nhục_hình với hải giống như tin ông_già noel là có thật hay tin polpot là người có lòng từ_bi chỉ có 17 vị thẩm_phán trên cao sáng_ngời là tin_tưởng tuyệt_đối bởi quyền_lực và quyền_lợi của họ được xây bằng muôn vạn án oan và biết_bao sinh_mạng con_người,1,0.2717841267585754,0.558142900466919,0.1700729578733444,142,712,0,0,170.0,51.0,68.0,5,3,21,5,2020
585,thông_điệp của bức tranh mang tên là khải_hoàn có nghĩa là chiến_thắng trở về bức tranh nói về một ngày_mai tươi_sáng phía trước khi việt_nam hoàn_toàn chiến_thắng đại_dịch covid 19 lúc ấy những người bác_sĩ được cất đi bộ áo anh_hùng tạm bỏ đi những gánh nặng đè_nén suốt mấy tháng trời để trở về với mái ấm gia_đình với vòng_tay yêu_thương của đồng_bào những em học_sinh lại được trở_lại với mái trường thân_yêu nhà_nhà hoan ca quây_quần hạnh_phúc đó sẽ là t ương lai rất gần của đất_nước nhưng để góp_phần tạo nên tương_lai tốt_đẹp đó chúng_ta cần phải nâng cao hơn_nữa tinh_thần đại_đoàn_kết chấp_hành và tin_tưởng tuyệt_đối vào đảng và nhà_nước như vũ đức đam đã nhấn_mạnh nhất_định chúng_ta sẽ chiến_thắng như dân_tộc việt_nam ta đã từng nhiều lần chiến_thắng chỉ cần đồng_lòng chúng_ta sẽ thành_công,1,0.0017247514333575,0.9922818541526794,0.0059933690354228,158,862,0,1,554.0,480.0,16000.0,11,1,31,3,2020
586,việt_nam đã có 145 ca khỏi covid thông_tin từ tiểu_ban điều_trị ban chỉ_đạo quốc_gia phòng_chống dịch covid cho biết hôm_nay 13 4 tại bệnh_viện đa_khoa bạc_liêu có 1 bệnh_nhân được công_bố khỏi bệnh bệnh_nhân này hiện sức_khoẻ ổn_định không sốt không ho không khó thở không đau ngực đủ điều_kiện để xuất_viện cụ_thể như sau bạn 155 bệnh_nhân nữ 21 tuổi quốc_tịch việt_nam vào viện ngày 26 3 2020 trong quá_trình điều_trị tại bệnh_viện bệnh_nhân được xét_nghiệm và có kết_quả xét_nghiệm âm_tính với sars cov 2 trong các ngày từ 3 4 9 4 2020 trường_hợp bạn 155 sẽ tiếp_tục được cách_ly và theo_dõi sức_khoẻ trong 14 ngày tiếp_theo,0,0.0044817272573709,0.9389880895614624,0.0565301552414894,124,675,0,0,7393.0,13.0,236.0,1,0,13,4,2020
587,cấm vô_thời_hạn tất_cả các chuyến bay từ việt_nam qua hàn_quốc vì dịch covid tại hàn bùng_phát,1,0.979810893535614,0.0054264133796095,0.0147626241669058,17,97,0,0,12.0,17.0,0.0,11,3,20,2,2020
588,who còn có nghĩa khác là ai vậy ai chịu trách_nhiệm tổng gia_đình who và thằng khựa phải chịu trách_nhiệm về virus vũ hán chứ ai,1,0.950266182422638,0.0084650786593556,0.0412686429917812,27,130,0,0,121.0,68.0,49.0,5,1,28,4,2020
589,rất nhiều tỷ bị thất_thoát theo những khe nứt của thân đập,0,0.9676873683929444,0.0092707257717847,0.023041883483529,15,67,0,1,1.0,0.0,475.3860955927995,2,0,8,6,2020
590,nguyê n hư u nghi cư ngu â p ho a nga i xa an_vị nh nga i tp tân_an long án va nguyê n mi sol sn 1984 ngu â p vi nh tiê n xa hư u tha nh huyê n tra ôn ti nh vi nh long nghi vâ n co n ơ đi a phương va đang mơ di ch vu du li ch va ba n ba o hiê m xe chúng_tôi khẳng_định vụ án trên không ai tên nguyê n văn nghi ơ thi xa cai lâ y liên_quan đê n vu a n hô duy ha i chỉ co nguyê n hư u nghi ngu xa an_vị nh nga i tp tân_an trong hô sơ,0,0.9708980917930604,0.0077814338728785,0.0213204994797706,103,490,0,0,6.0,0.0,475.3860955927995,10,4,15,5,2020
591,cụ_thể chuyển cơ_quan chủ_quản 6 cơ_quan báo_chí gồm báo phụ_nữ chuyển từ hội liên_hiệp phụ_nữ sang thành_uỷ báo tuổi_trẻ từ thành_đoàn tp sang thành_uỷ báo người lao_động từ liên_đoàn lao_động tp sang thành_uỷ báo pháp_luật từ sở tư_pháp sang ubnd tạp_chí du_lịch từ sở du_lịch sang ubnd và tạp_chí phát_triển nhân_lực từ ubnd tp sang học_viện cán_bộ tp chuyển_đổi mô_hình hoạt_động chuyển cơ_quan chủ quận 8 cơ_quan báo_chí thành tạp_chí gồm báo cựu_chiến_binh thời báo kinh_tế sài_gòn báo giáo_dục báo doanh_nhân sài_gòn khoa_học phổ_thông tuần_báo văn_nghệ tạp_chí sổ_tay xây_dựng đảng tạp_chí htv,0,0.4447727799415588,0.0372350066900253,0.5179922580718994,141,724,0,10,58.0,12.0,4.0,11,4,22,5,2020
592,nhằm tăng_cường sức_khoẻ cho các em thiếu_nhi đặc_biệt trong mùa dịch covid do virus covid báo tuổi_trẻ phối_hợp cùng trung_tâm thể_dục bằng tâm thực_hiện chương_trình với chủ_đề khoẻ để chống virus covid,0,0.0126300388947129,0.9609655141830444,0.026404483243823,36,219,0,0,86.0,0.0,17.0,1,2,4,3,2020
593,lưu_ý lưu_ý 15 5 14 6 🙂 trong thời_gian ra_quân csgt được phép dừng tất_cả phương_tiện để kiểm_tra xử_lý các hành_vi vi_phạm trong đó đặc_biệt chú_ý những lỗi về nồng_độ cồn ma_tuý tốc_độ lạng_lách đánh_võng,0,0.4807789027690887,0.4572584629058838,0.0619626455008983,41,226,0,0,16.0,5.0,3.0,4,3,7,5,2020
594,📣 sáng nay không có ca mắc mới 🦠 tổng_số ca mắc tính từ 6h ngày 16 4 đến 6h ngày 1 5 15 ngày việt_nam không có ca lây_nhiễm trong cộng_đồng tính đến 6h ngày 1 5 việt_nam có tổng_cộng 130 ca nhiễm nhập_cảnh được cách_ly ngay tính từ 18h ngày 30 4 đến 6h ngày 1 5 0 ca mắc mới 🏢 tổng_số người tiếp_xúc gần và nhập_cảnh từ vùng dịch đang được theo_dõi sức_khoẻ cách_ly 47 735 trong đó cách_ly tập_trung tại bệnh_viện 272 cách_ly tập_trung tại cơ_sở khác 12 246 cách_ly tại nhà nơi lưu_trú 35 217 💊 theo báo_cáo của tiểu_ban điều_trị ban chỉ_đạo quốc_gia phòng_chống dịch covid bạn 91 hiện_tình_trạng ổn_định không sốt mạch và huyết_áp ổn_định tiếp_tục thở máy lọc máu can_thiệp ecmo tiên_lượng còn nặng số ca âm_tính lần 1 với sars cov 2 10 ca số ca âm_tính lần 2 trở lên với sars cov 2 5 ca ✈ cục hàng_không việt_nam yêu_cầu trong mọi trường_hợp các hãng hàng_không việt_nam không được xếp khách quá 80 tổng_số ghế trên tàu_bay,0,0.0344127900898456,0.1992198079824447,0.7663673758506775,206,1009,0,0,5739.0,43.0,118.0,16,3,30,4,2020
595,who khẳng_định virus sars cov 2 chưa hề suy_yếu khẳng_định được who đưa ra sau khi có thông_tin của một bác_sĩ hàng_đầu italy cho rằng chủng virus này đã biến_đổi và yếu dần giám_đốc bộ_phận xử_lý các vấn_đề khẩn_cấp của who và cũng là một chuyên_gia về dịch_bệnh ông michael_ryan cho biết virus mới sau khi xuất_hiện có_thể biến_đổi và trở_nên suy_yếu hoặc đôi_khi chúng thậm_chí có_thể trở_nên mạnh hơn theo ông tình_hình dịch covid suy_giảm là do nỗ_lực của cộng_đồng quốc_tế thành_công trong việc giảm số_lượng người lây_nhiễm và số ca phơi nhiễm virus hoặc xét trên khía_cạnh khác có_thể nói rằng virus có_thể yếu đi bởi nhân_loại đang làm tốt hơn công_tác ứng_phó với nó chứ không phải bản_thân virus suy_yếu đi sars cov 2 cho đến nay vẫn là một virus gây chết người và loài_người cần thận_trọng,0,0.73187655210495,0.0615392513573169,0.2065842300653457,144,821,0,0,9050.0,50.0,220.0,3,1,2,6,2020
596,theo bộ y_tế việt_nam ghi_nhận thêm 5 trường_hợp mắc mới nâng tổng_số ca mắc covid của việt_nam lên 153,0,0.1396822929382324,0.1176473721861839,0.7426703572273254,22,112,0,0,19.0,0.0,5.0,4,3,26,3,2020
597,đền chùa vẫn đóng_cửa người_dân đứng ở ngoài khấn_vái,0,0.0260777249932289,0.1218053773045539,0.8521168231964111,21,81,0,2,9.0,1.0,475.3860955927995,14,3,23,4,2020
598,ngày 25 3 trường đại_học kinh_tế tài_chính thành_phố hồ_chí_minh uef đã gửi thông_báo chính_thức quyết_định cho toàn_thể sinh_viên tiếp_tục nghỉ học_tập trung để phòng_tránh dịch_bệnh covid kenhhocduong lachanviruscovid,0,0.2388872653245926,0.1776195466518402,0.583493173122406,33,236,2,0,1353.0,50.0,83.0,1,2,25,3,2020
599,choáng_váng với chiêu lừa cực tinh_vi dị_dạng nhắm vào shipper và cửa_hàng kinh_doanh đã âm_thầm lên kế_hoạch từ lâu shipper cấu_kết với nhân viêt gửi xe giả_vờ mất đồ hỏng xe ăn_vạ cửa_hàng lừa đến thế_này thì phải nói ai dính vào là mất tiền khó thoát được,1,0.9833348989486694,0.0077646397985517,0.0089004766196012,56,276,0,0,13.0,0.0,4.0,11,0,25,5,2020
600,công_an cũng cho biết băng_nhóm này mặc áo màu cam để nhận_biết nhau trong quá_trình hỗn_chiến,0,0.0683484822511673,0.0559274852275848,0.8757240772247314,21,106,0,1,1885.0152101056974,0.0,475.3860955927995,6,0,8,6,2020
601,người mặt đen miệng ngậm 2 quả gì đó tay cầm đầu gà đi ăn_xin nhà nào có phụ_nữ và trẻ_em ở nhà hãy cẩn_thận nhé vì mình xem trên mạng mấy người này rất nguy_hiểm đã có_mặt ở phú thiện và nhiều tỉnh khác,1,0.9795621633529664,0.0064792754128575,0.0139585928991436,44,204,0,0,1885.0152101056974,123.70842767295598,475.3860955927995,9,5,7,12,2019
602,sở thông_tin và truyền_thông tỉnh thừa_thiên_huế vừa xử_phạt 10 triệu đồng một người về hành_vi đăng_tải thông_tin thất_thiệt về dịch covid,0,0.9733063578605652,0.00634530140087,0.0203484147787094,21,142,0,0,10.0,0.0,0.0,4,4,13,3,2020
603,đất_nước gọi tên anh khi tổ_quốc bình_an anh tên gọi doanh_nhân khi tổ_quốc lâm_nguy cả nước gọi anh người_hùng chống dịch trong cái bộn_bề an_nguy kẻ cười người khóc anh đã trở về nghĩa nặng_tình thâm 120 tỷ hiến_dâng chống dịch covid 140 ngàn khẩu_trang anh trao người_dân vùng biên_giới khi ngành y còn đang bối_rối 5 tỷ anh dành mua thiết_bị ngành y giữa bao bộn_bề của sự an_nguy việt_nam vẫn phải gồng lên cùng nhau chống_đỡ 300 tỷ của anh dành cùng anh_em hỗ_trợ đối_tác làm_ăn chân vững như kiềng trong lúc châu_âu đang sắp lật thuyền anh thuê máy_bay chở kiều_bào về nước trái_tim anh người_hùng chống dịch luôn thổn_thức nhói đau hai tiếng gọi đồng_bào hơn 90 triệu dân nước_mắt nghẹn_ngào cảm_ơn anh người_hùng đất việt tiếc rằng chúng_tôi không phải là tỷ_phú để cùng anh gánh_vác việc non_sông nên chỉ biết gọi tên anh hai tiếng anh_hùng viết tặng anh phạm nhật vượng việc_làm tốt như vay sao lại được ít người chia_sẻ nhỉ đừng lướt qua mà không cám_ơn tới a ấy nha m n ❤ xem thêm,0,0.0068741394206881,0.9653083682060242,0.027817441150546,193,1038,0,0,5200.0,2500.0,5900.0,16,5,28,3,2020
604,một quyết_định xử_phạt công_ty vi_phạm luật bảo_vệ môi_trường nhẹ hều hơn 10 năm qua người_dân phải sống trong cảnh khốn_khổ bởi khí_thải đen_sì khét_lẹt và mùi hôi_thối của công_ty thanh tùng 2 gây ra tuy_nhiên tổng_cục môi_trường bộ tài_nguyên và môi_trường vào_cuộc thanh_kiểm_tra công_ty này cũng không phát_hiện ra sai_phạm lớn khói thải đen_sì khét_lẹt như trong bài báo vẫn đạt tiêu_chuẩn cho_phép không biết máy_móc của tổng_cục môi_trường nhập từ đâu về mà khí_thải đen_sì mùi khét_lẹt vẫn nằm trong giới_hạn tiêu_chuẩn cho_phép liệu có sự đi_đêm để giảm nhẹ mức xử_phạt giữa đoàn kiểm_tra và doanh_nghiệp,1,0.6952477693557739,0.0509523674845695,0.2537998259067535,104,636,0,0,1.0,0.0,475.3860955927995,2,5,18,4,2020
605,do bất_cẩn trong lúc nhập làn_đường ô_tô_con khiến xe đầu kéo phanh cháy lốp tránh va_chạm,0,0.0440674871206283,0.0797058790922164,0.8762266039848328,20,98,0,0,4.0,0.0,1.0,21,5,6,6,2020
606,thủ_đô moscow nga dỡ bỏ hạn_chế xã_hội từ ngày 16 6 dù tình_hình covid ở đây vẫn nghiêm_trọng với số ca mắc tăng kỷ_lục,0,0.6692224144935608,0.0548025965690612,0.2759749591350555,26,128,0,0,17.0,1.0,1.0,3,1,16,6,2020
